,geometry,top_tags,name,centroids,lon,lat,top_category
288,"POLYGON ((-122.4135061 37.8043304, -122.4150836 37.8053319, -122.41501963138816 37.80568024040346, -122.41449705160476 37.80674103935826, -122.4103219 37.8052102, -122.4119446 37.8047249, -122.4135061 37.8043304))","restaurant, cafe, italian, sandwich, pharmacy",Cluster # 288: ['Bay Street' 'Bay and Powell'],POINT (-122.4131718618477 37.80543506060256),-122.4131718618477,37.80543506060256,restaurant
289,"POLYGON ((-122.4099664 37.7866045, -122.410773 37.7871588, -122.4105288 37.788892, -122.4098437 37.7891926, -122.40854785166724 37.78851573862802, -122.4086514 37.7875053, -122.4099664 37.7866045))","restaurant, cafe, theatre, bar, coffee shop",Cluster # 289: Geary Street,POINT (-122.40972247778855 37.78793753023059),-122.40972247778855,37.78793753023059,restaurant
290,"POLYGON ((-122.44627163460729 37.71486773135841, -122.4496596 37.7167674, -122.44671326732875 37.72025117087201, -122.44627163460729 37.71486773135841))","place of worship, religion christian, denomination baptist, community centre, service times",Cluster # 290: Alemany Boulevard,POINT (-122.44754816731201 37.71729543407681),-122.44754816731201,37.71729543407681,place of worship
291,"POLYGON ((-122.39076575300045 37.7306888637946, -122.3922249 37.7311311, -122.3919588 37.7322794, -122.3910713 37.7327234, -122.39076575300045 37.7306888637946))","religion christian, place of worship, fast food, denomination baptist, restaurant",Cluster # 291: 3rd Street,POINT (-122.39144992649264 37.7316423619462),-122.39144992649264,37.7316423619462,religion christian
292,"POLYGON ((-122.4245857 37.7680917, -122.4277262 37.7692918, -122.425342 37.7706425, -122.4252744 37.7706731, -122.4247937 37.769911500000006, -122.424176 37.7681534, -122.4245857 37.7680917))","bar, restaurant, fast food, sushi, scandinavian",Cluster # 292: Market Street,POINT (-122.42566666603847 37.76931609771561),-122.42566666603847,37.76931609771561,bar
293,"POLYGON ((-122.4537006367722 37.77194284923734, -122.4506551 37.7734606, -122.449022 37.7727642, -122.4537006367722 37.77194284923734))","restaurant, cafe, pizza, bicycle rental, outdoor seating",Cluster # 293: Hayes Street,POINT (-122.4511259122574 37.77272254974578),-122.4511259122574,37.77272254974578,restaurant
294,"POLYGON ((-122.4703445 37.7365836, -122.4701295 37.7374122, -122.46909535607644 37.73833885782989, -122.469178 37.7376642, -122.4703445 37.7365836))","restaurant, telephone, wheelchair, bank, pub",Cluster # 294: West Portal Avenue,POINT (-122.4696931857476 37.737488126197654),-122.4696931857476,37.737488126197654,restaurant
295,"POLYGON ((-122.42106793338169 37.773909753412546, -122.4229482 37.7748522, -122.4226658 37.775869, -122.421469 37.7769458, -122.42096239869497 37.776896093609075, -122.41987832025048 37.7756385013703, -122.419476 37.7746657, -122.42106793338169 37.773909753412546))","restaurant, theatre, outdoor seating, cafe, wheelchair",Cluster # 295: Franklin Street,POINT (-122.42123819135665 37.775354164384),-122.42123819135665,37.775354164384,restaurant
296,"POLYGON ((-122.3977478 37.7865514, -122.3985478 37.7868527, -122.398814 37.787046, -122.3992885 37.7874218, -122.3993218 37.7874657, -122.3994576 37.7880684, -122.3993073 37.7881891, -122.3987513 37.7886183, -122.398145 37.7885478, -122.3978478 37.7883226, -122.39743896937503 37.787111176477445, -122.3977478 37.7865514))","restaurant, cafe, wheelchair, coffee shop, vending machine",Cluster # 296: 2nd Street,POINT (-122.39840432276058 37.7876420037082),-122.39840432276058,37.7876420037082,restaurant
297,"POLYGON ((-122.3907088 37.7671909, -122.39158735000002 37.770764099999994, -122.39072877590385 37.77081748172819, -122.3889072 37.7686603, -122.388787 37.7682902, -122.3887426 37.7676031, -122.3899734 37.7673138, -122.3907088 37.7671909))","restaurant, outdoor seating, wheelchair, food court, bank",Cluster # 297: Warriors Way,POINT (-122.39022005630495 37.768868162259984),-122.39022005630495,37.768868162259984,restaurant
298,"POLYGON ((-122.46898717963754 37.76368832344712, -122.4704706 37.7639859, -122.4676252037917 37.76701641121433, -122.467438 37.766948, -122.465855 37.7658005, -122.46609940954112 37.765371273510574, -122.4668086 37.7641516, -122.4671132 37.7638894, -122.46898717963754 37.76368832344712))","restaurant, cafe, fast food, diet:vegetarian, japanese",Cluster # 298: Irving Street,POINT (-122.46793308470174 37.765091006173606),-122.46793308470174,37.765091006173606,restaurant
299,"POLYGON ((-122.43542299999999 37.76296285, -122.4379445 37.7645147, -122.43309611584255 37.766799378638865, -122.4308181 37.7662917, -122.4310693 37.7644937, -122.43190590864643 37.76405001011226, -122.432898 37.763559, -122.43542299999999 37.76296285))","restaurant, wheelchair, outdoor seating, bank, cafe",Cluster # 299: Market Street,POINT (-122.43394240602449 37.764857976699325),-122.43394240602449,37.764857976699325,restaurant
